importId;partnerTypeSelect;isContact;isCustomer;isSupplier;isEmployee;isFactor;name;firstName;titleSelect;languageCode;address;email;fixedPhone;mobilePhone;invoiceSendingFormatSelect;inPaymentMode.importId;outPaymentMode.importId;paymentCondition.importId;partnerCategory.code;currency.code;blocking.importId;rejectCounter;companySet_importId;customerAccount_code;supplierAccount_code;mainPartner_importId;customerTypeSelect;supplierTypeSelect;industrySector.importId;user.importId;team.importId;source.id;fiscalPosition.importId;picture_fileName;invoicesCopySelect;factorizedCustomer;email;companyID
141;1;false;false;true;false;false;ROYAL BRUSH MANUFACTURING;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ROYAL BRUSH MANUFACTURING";;3;1;;;;;;;;;;"1"
142;1;false;false;true;false;false;BIC;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BIC";;3;1;;;;;;;;;;"1"
143;1;false;false;true;false;false;DISTRIFIL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_DISTRIFIL";;3;1;;;;;;;;;;"1"
144;1;false;false;true;false;false;MAPED JOUSTRA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MAPED JOUSTRA";;3;1;;;;;;;;;;"1"
145;1;false;false;true;false;false;SODERTEX;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ISABEY";;3;1;;;;;;;;;;"1"
146;1;false;false;true;false;false;ARTOS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SODERTEX";;3;1;;;;;;;;;;"1"
147;1;false;false;true;false;false;LMH DIFFUSION;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_LMH DIFFUSION";;3;1;;;;;;;;;;"1"
148;1;false;false;true;false;false;FILMOLUX;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_FILMOLUX";;3;1;;;;;;;;;;"1"
149;1;false;false;true;false;false;HERMET;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_HERMET";;3;1;;;;;;;;;;"1"
150;1;false;false;true;false;false;ESSELTE SA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ESSELTE SA";;3;1;;;;;;;;;;"1"
151;1;false;false;true;false;false;MEERSEN MARSNA PAPER BV;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MEERSEN MARSNA PAPER BV";;3;1;;;;;;;;;;"1"
152;1;false;false;true;false;false;MOULIN DU COQ;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MOULIN DU COQ";;3;1;;;;;;;;;;"1"
153;1;false;false;true;false;false;MAY+SPIES GMBH+CO KG;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MAY+SPIES GMBH+CO KG";;3;1;;;;;;;;;;"1"
154;1;false;false;true;false;false;ART MATERIAL TRADE SA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ART MATERIAL TRADE SA";;3;1;;;;;;;;;;"1"
155;1;false;false;true;false;false;LA PLASTOSE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_LA PLASTOSE";;3;1;;;;;;;;;;"1"
156;1;false;false;true;false;false;ESPRIT PAPIER;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ESPRIT PAPIER";;3;1;;;;;;;;;;"1"
157;1;false;false;true;false;false;BASIC-GREY;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BASIC-GREY";;3;1;;;;;;;;;;"1"
158;1;false;false;true;false;false;CRESTWOOD;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_CRESTWOOD";;3;1;;;;;;;;;;"1"
159;1;false;false;true;false;false;K&COMPANY-LLC;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_K&COMPANY-LLC";;3;1;;;;;;;;;;"1"
160;1;false;false;true;false;false;ENVELOPRINT BV;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ENVELOPRINT BV";;3;1;;;;;;;;;;"1"
161;1;false;false;true;false;false;HEXAGONE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_HEXAGONE";;3;1;;;;;;;;;;"1"
162;1;false;false;true;false;false;WINTER & COMPANY;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_WINTER & COMPANY";;3;1;;;;;;;;;;"1"
163;1;false;false;true;false;false;MERLIN BOHEMIA WORK SRO;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MERLIN BOHEMIA WORK SRO";;3;1;;;;;;;;;;"1"
164;1;false;false;true;false;false;BOHLE AG;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BOHLE AG";;3;1;;;;;;;;;;"1"
165;1;false;false;true;false;false;SATAB DECORATION;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SATAB DECORATION";;3;1;;;;;;;;;;"1"
166;1;false;false;true;false;false;ARTBIMEX FRANCE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ARTBIMEX FRANCE";;3;1;;;;;;;;;;"1"
167;1;false;false;true;false;false;EMAUX DE BRIARE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_EMAUX DE BRIARE";;3;1;;;;;;;;;;"1"
168;1;false;false;true;false;false;MOSAIKSTEIN GMBH;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MOSAIKSTEIN GMBH";;3;1;;;;;;;;;;"1"
169;1;false;false;true;false;false;CARPE DIEM EDITIONS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_CARPE DIEM EDITIONS";;3;1;;;;;;;;;;"1"
170;1;false;false;true;false;false;GOODMARK EUROPE NV;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_GOODMARK EUROPE NV";;3;1;;;;;;;;;;"1"
171;1;false;false;true;false;false;DRAEGER LA CARTERIE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_DRAEGER LA CARTERIE";;3;1;;;;;;;;;;"1"
172;1;false;false;true;false;false;KD SERVICES;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_KD SERVICES";;3;1;;;;;;;;;;"1"
173;1;false;false;true;false;false;H&R THE-WIRE-MAN;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_H&R THE-WIRE-MAN";;3;1;;;;;;;;;;"1"
174;1;false;false;true;false;false;ALADINE S A;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ALADINE S A";;3;1;;;;;;;;;;"1"
175;1;false;false;true;false;false;BACOMA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BACOMA";;3;1;;;;;;;;;;"1"
176;1;false;false;true;false;false;CHUN PAO ENTERPRISE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_CHUN PAO ENTERPRISE";;3;1;;;;;;;;;;"1"
177;1;false;false;true;false;false;BRAUN+COMPANY GMBH;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BRAUN+COMPANY GMBH";;3;1;;;;;;;;;;"1"
178;1;false;false;true;false;false;MELISSA&DOUG;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MELISSA&DOUG";;3;1;;;;;;;;;;"1"
179;1;false;false;true;false;false;MULTI-CRAFTS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MULTI-CRAFTS";;3;1;;;;;;;;;;"1"
180;1;false;false;true;false;false;EK SUCCESS LTD;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_EK SUCCESS LTD";;3;1;;;;;;;;;;"1"
181;1;false;false;true;false;false;CREATIVE HANDICRAFTS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_CREATIVE HANDICRAFTS";;3;1;;;;;;;;;;"1"
182;1;false;false;true;false;false;SANDYLION;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SANDYLION";;3;1;;;;;;;;;;"1"
183;1;false;false;true;false;false;ANKERFJER APS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ANKERFJER APS";;3;1;;;;;;;;;;"1"
184;1;false;false;true;false;false;BERWICK;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BERWICK";;3;1;;;;;;;;;;"1"
185;1;false;false;true;false;false;JAUNE CITRON SARL POPPIK;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_JAUNE CITRON SARL POPPIK";;3;1;;;;;;;;;;"1"
186;1;false;false;true;false;false;MAKO CREATIONS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MAKO CREATIONS";;3;1;;;;;;;;;;"1"
187;1;false;false;true;false;false;ESKOL ARENART, S.L.;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ESKOL ARENART, S.L.";;3;1;;;;;;;;;;"1"
188;1;false;false;true;false;false;DAM BVBA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_DAM BVBA";;3;1;;;;;;;;;;"1"
189;1;false;false;true;false;false;EVER SHINE HANDY CRAFT CO, LTD;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_EVER SHINE HANDY CRAFT CO, LTD";;3;1;;;;;;;;;;"1"
190;1;false;false;true;false;false;SMAC CORNICI;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SMAC CORNICI";;3;1;;;;;;;;;;"1"
191;1;false;false;true;false;false;MOLGRA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MOLGRA";;3;1;;;;;;;;;;"1"
192;1;false;false;true;false;false;BUBOLA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BUBOLA";;3;1;;;;;;;;;;"1"
193;1;false;false;true;false;false;LAMA-LI;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_LAMA-LI";;3;1;;;;;;;;;;"1"
194;1;false;false;true;false;false;ACTALYS;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ACTALYS";;3;1;;;;;;;;;;"1"
195;1;false;false;true;false;false;WESTRET RETAIL CONTINENTAL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_WESTRET RETAIL CONTINENTAL";;3;1;;;;;;;;;;"1"
196;1;false;false;true;false;false;CENPAC IDF CENTRE NORMANDIE;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_CENPAC IDF CENTRE NORMANDIE";;3;1;;;;;;;;;;"1"
197;1;false;false;true;false;false;LEDIN;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_LEDIN";;3;1;;;;;;;;;;"1"
198;1;false;false;true;false;false;MOSAIC SERVICES;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MOSAIC SERVICES";;3;1;;;;;;;;;;"1"
199;1;false;false;true;false;false;IBERGUM SA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_IBERGUM SA";;3;1;;;;;;;;;;"1"
200;1;false;false;true;false;false;INEO PACK;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_INEO PACK";;3;1;;;;;;;;;;"1"
201;1;false;false;true;false;false;IN-PRINT;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_IN-PRINT";;3;1;;;;;;;;;;"1"
202;1;false;false;true;false;false;EURO BAGUETTES;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_EURO BAGUETTES";;3;1;;;;;;;;;;"1"
203;1;false;false;true;false;false;OPPBOGA BRUK AB;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_OPPBOGA BRUK AB";;3;1;;;;;;;;;;"1"
204;1;false;false;true;false;false;FGM;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_FGM";;3;1;;;;;;;;;;"1"
205;1;false;false;true;false;false;SEALOCK;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SEALOCK";;3;1;;;;;;;;;;"1"
206;1;false;false;true;false;false;ULGADORSARL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ULGADORSARL";;3;1;;;;;;;;;;"1"
207;1;false;false;true;false;false;GRANZO ET GRANZO STUDIO SRL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_GRANZO ET GRANZO STUDIO SRL";;3;1;;;;;;;;;;"1"
208;1;false;false;true;false;false;SALVADORI CORNICI SRL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SALVADORI CORNICI SRL";;3;1;;;;;;;;;;"1"
209;1;false;false;true;false;false;INTERMOL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_INTERMOL";;3;1;;;;;;;;;;"1"
210;1;false;false;true;false;false;SAS AED;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_SAS AED";;3;1;;;;;;;;;;"1"
211;1;false;false;true;false;false;ENRIQUE LOPEZ;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_ENRIQUE LOPEZ";;3;1;;;;;;;;;;"1"
212;1;false;false;true;false;false;FRANCISCO LLOP SA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_FRANCISCO LLOP SA";;3;1;;;;;;;;;;"1"
213;1;false;false;true;false;false;MONTXO;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MONTXO";;3;1;;;;;;;;;;"1"
214;1;false;false;true;false;false;RELMA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_RELMA";;3;1;;;;;;;;;;"1"
215;1;false;false;true;false;false;MODULRAS HERGON;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MODULRAS HERGON";;3;1;;;;;;;;;;"1"
216;1;false;false;true;false;false;GARCIA E HIJOS S.L.;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_GARCIA E HIJOS S.L.";;3;1;;;;;;;;;;"1"
217;1;false;false;true;false;false;BOLOGNI ARREDA;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_BOLOGNI ARREDA";;3;1;;;;;;;;;;"1"
218;1;false;false;true;false;false;MOLDUART HISPANAS SL;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110";"4010_MOLDUART HISPANAS SL";;3;1;;;;;;;;;;"1"
219;1;false;false;true;false;false;DALBE BESANÇON;;1;fr;;;;;emailpaper;;;;WHSAL;EUR;;;1;"4110_DALBE BESANÇON";"4010";;3;1;;;;;;;;;;"1"
